carat,depth,table,x,y,z,cut_Fair,cut_Good,cut_Ideal,cut_Premium,cut_Very Good,color_D,color_E,color_F,color_G,color_H,color_I,color_J,clarity_I1,clarity_IF,clarity_SI1,clarity_SI2,clarity_VS1,clarity_VS2,clarity_VVS1,clarity_VVS2
1.23,60.6,59.0,6.94,6.89,4.19,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.3,61.3,54.0,4.34,4.37,2.67,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.92,60.7,59.0,6.34,6.25,3.82,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.71,64.1,58.0,5.6,5.63,3.6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.82,60.9,56.0,6.06,6.12,3.71,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1.01,65.9,58.0,6.16,6.1,4.04,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.39,62.7,58.0,4.65,4.67,2.92,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.56,62.6,58.0,5.23,5.28,3.29,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.3,61.7,56.0,4.32,4.35,2.67,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.57,61.3,54.0,5.41,5.35,3.3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.7,62.4,55.0,5.63,5.71,3.54,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.74,63.5,56.0,5.74,5.79,3.66,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.63,61.6,57.0,5.52,5.49,3.39,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.24,58.5,59.0,4.04,4.09,2.38,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.35,62.3,56.0,4.5,4.52,2.81,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1.13,61.7,57.0,6.67,6.71,4.13,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.57,59.8,60.0,7.63,7.56,4.54,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.41,60.8,56.0,4.84,4.8,2.93,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.51,62.1,55.0,5.14,5.17,3.2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.22,61.9,55.0,6.88,6.83,4.24,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.5,62.2,56.0,5.12,5.11,3.18,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.54,62.1,55.1,5.2,5.23,3.23,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.7,62.2,55.0,5.65,5.67,3.52,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2.1,62.5,57.0,8.21,8.18,5.12,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.4,62.3,54.0,4.74,4.77,2.96,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1.42,62.3,58.0,7.15,7.19,4.47,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.33,61.5,56.0,4.44,4.47,2.74,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1.16,61.5,54.0,6.75,6.78,4.16,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.33,60.3,55.0,4.52,4.5,2.72,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.76,62.6,56.0,5.86,5.9,3.68,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.33,62.4,56.0,4.39,4.43,2.75,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2.01,63.1,59.0,8.03,7.98,5.05,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.3,62.4,55.0,4.3,4.32,2.69,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.9,62.8,59.0,6.08,6.12,3.83,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.59,60.2,57.0,7.56,7.72,4.6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.44,63.1,56.0,4.83,4.87,3.06,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.72,61.4,58.0,5.73,5.77,3.53,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1.21,60.9,60.0,6.87,6.9,4.19,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.43,61.4,56.0,4.87,4.9,3.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.73,63.3,60.0,5.67,5.73,3.61,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.54,61.3,57.0,5.28,5.25,3.23,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.3,61.9,55.0,4.31,4.35,2.68,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.43,60.9,57.0,4.89,4.86,2.97,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1.2,60.5,59.0,6.79,6.84,4.12,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2.1,65.0,56.0,8.09,7.98,5.21,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1.23,61.8,56.0,6.89,6.84,4.24,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1.51,62.6,57.0,7.37,7.33,4.6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1.62,62.7,56.0,7.5,7.44,4.68,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.9,65.7,65.0,6.06,5.94,3.94,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.71,63.9,56.0,5.62,5.59,3.58,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.72,61.6,55.0,5.75,5.8,3.56,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.38,61.1,56.0,4.71,4.65,2.86,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.5,62.9,56.0,7.24,7.33,4.58,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.3,62.3,56.0,4.3,4.34,2.69,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.9,63.0,59.0,6.13,6.1,3.85,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.7,59.6,66.0,5.8,5.74,3.44,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.61,61.7,58.0,5.39,5.47,3.35,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1.66,62.6,59.0,7.53,7.57,4.73,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1.02,62.0,56.0,6.42,6.45,3.99,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1.41,59.4,59.0,7.34,7.38,4.37,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.51,62.5,57.0,5.08,5.1,3.18,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.63,61.0,59.0,7.64,7.58,4.64,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.9,63.2,59.0,6.1,6.15,3.87,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1.12,61.6,59.0,6.67,6.63,4.1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1.02,62.0,57.0,6.41,6.5,4.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.09,61.7,58.0,6.6,6.53,4.05,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.6,60.9,55.0,5.49,5.51,3.34,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.35,62.3,58.0,4.49,4.53,2.81,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.5,61.6,57.0,5.11,5.13,3.15,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.27,61.9,54.0,4.14,4.16,2.57,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.24,62.5,57.0,3.97,3.94,2.47,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.91,63.9,56.0,6.06,6.09,3.88,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.7,61.9,60.0,7.61,7.57,4.7,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1.05,59.3,59.0,6.63,6.69,3.95,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.51,63.0,59.0,7.26,7.16,4.54,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1.5,63.3,59.0,7.15,7.1,4.51,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1.52,62.4,60.0,7.25,7.34,4.55,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.3,62.4,58.0,4.25,4.28,2.66,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1.07,63.0,55.0,6.55,6.5,4.11,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.9,59.9,59.0,6.29,6.26,3.76,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.8,63.3,59.8,5.79,5.83,3.68,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.54,62.7,57.0,7.35,7.43,4.63,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1.12,61.6,55.0,6.68,6.74,4.13,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.11,59.2,64.0,6.8,6.77,4.02,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.42,62.3,55.0,4.76,4.81,2.98,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.52,59.9,57.0,5.28,5.21,3.14,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.7,61.3,61.0,5.66,5.7,3.48,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.3,63.3,55.0,4.34,4.29,2.73,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.4,64.0,56.0,4.7,4.64,2.99,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.0,62.4,60.0,6.38,6.35,3.97,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.72,61.5,59.0,5.71,5.67,3.5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.91,63.6,57.0,6.13,6.1,3.89,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.91,62.5,61.0,6.1,6.19,3.84,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.55,61.1,57.0,5.3,5.27,3.23,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.08,61.8,55.0,6.57,6.6,4.07,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.9,62.6,56.0,6.16,6.23,3.88,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.58,62.6,56.0,5.37,5.27,3.33,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1.28,57.6,62.0,7.17,7.13,4.12,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.41,61.1,56.0,4.83,4.86,2.96,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.3,61.1,59.0,4.32,4.29,2.63,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1.5,68.0,59.0,7.12,6.82,4.76,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1.09,61.6,58.0,6.61,6.57,4.06,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.63,62.0,54.0,7.6,7.67,4.73,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.7,62.9,59.0,5.72,5.66,3.58,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.32,62.0,59.0,4.37,4.41,2.72,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.54,61.7,57.0,5.23,5.24,3.23,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1.0,58.5,64.0,6.53,6.49,3.81,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.7,62.4,59.0,5.68,5.64,3.53,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.81,62.8,58.0,5.92,5.89,3.71,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.3,61.0,60.0,4.35,4.3,2.64,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.57,61.8,56.0,5.33,5.35,3.3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.4,63.4,54.0,4.73,4.68,2.99,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.53,61.4,56.0,5.2,5.23,3.2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1.71,62.7,58.0,7.66,7.62,4.79,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.36,61.8,58.0,4.55,4.58,2.82,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.3,61.8,56.0,4.3,4.31,2.66,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.57,61.1,57.0,5.33,5.37,3.27,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.56,59.9,60.0,5.37,5.41,3.23,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.44,63.5,57.0,4.82,4.85,3.07,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1.12,61.5,57.0,6.74,6.68,4.13,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.3,60.9,56.0,4.31,4.33,2.63,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1.3,62.8,58.0,6.93,7.01,4.38,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1.04,62.8,59.0,6.45,6.41,4.04,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.41,62.0,55.0,4.77,4.81,2.97,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.64,61.8,59.0,5.51,5.53,3.41,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1.01,62.8,57.0,6.37,6.41,4.01,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2.29,60.1,58.0,8.63,8.58,5.17,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.74,61.1,56.0,5.84,5.91,3.59,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.39,60.7,57.0,4.69,4.8,2.88,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.63,56.1,65.0,5.73,5.78,3.23,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.52,62.2,57.0,5.18,5.11,3.2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.8,63.1,56.0,5.93,5.83,3.71,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.3,62.8,57.0,4.25,4.29,2.68,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.5,59.5,58.0,7.44,7.48,4.44,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.4,62.0,55.0,4.74,4.78,2.95,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1.08,63.1,59.0,6.49,6.53,4.11,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.0,62.6,57.0,6.4,6.37,4.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.78,62.7,55.0,5.87,5.9,3.69,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.31,63.1,54.0,4.31,4.34,2.73,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.6,62.0,57.0,7.47,7.54,4.65,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.5,61.9,59.0,5.1,5.08,3.15,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.53,61.3,58.0,5.16,5.21,3.18,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.83,63.8,54.0,5.96,6.04,3.83,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.32,61.8,53.0,4.41,4.43,2.73,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.41,63.6,54.0,4.7,4.74,3.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1.51,62.8,59.0,7.31,7.28,4.58,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1.23,62.1,55.0,6.91,6.84,4.27,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1.05,63.5,58.0,6.46,6.43,4.09,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2.01,65.0,57.0,7.85,7.99,5.15,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.36,60.3,56.0,4.61,4.65,2.79,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.72,62.6,53.0,5.75,5.78,3.61,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.54,62.0,56.0,5.25,5.17,3.23,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1.02,60.7,56.0,6.53,6.5,3.95,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.32,61.3,58.0,4.37,4.4,2.69,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.51,62.2,58.0,5.08,5.11,3.17,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.24,59.2,59.0,4.04,4.07,2.4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.71,62.7,57.0,5.71,5.64,3.56,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.33,63.8,55.0,4.4,4.44,2.82,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1.06,61.2,56.0,6.56,6.62,4.03,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.57,60.6,59.0,5.38,5.32,3.24,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.3,60.9,61.0,4.27,4.3,2.61,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.71,63.3,56.0,5.65,5.69,3.59,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1.31,64.3,58.7,6.84,6.87,4.41,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.52,62.8,61.0,5.14,5.11,3.22,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.51,63.3,55.0,5.12,5.09,3.23,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.9,63.1,56.0,6.14,6.04,3.84,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.3,62.0,55.0,7.02,6.98,4.34,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.55,58.0,60.0,7.61,7.58,4.41,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.5,62.3,58.0,5.06,5.11,3.17,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.71,62.7,57.0,5.69,5.73,3.58,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.51,62.0,55.0,5.11,5.14,3.17,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.77,61.1,57.0,5.91,5.94,3.62,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.52,63.3,58.0,5.15,5.12,3.25,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.57,62.1,55.0,5.37,5.33,3.32,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.43,61.3,56.0,4.89,4.87,2.99,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.25,63.1,56.0,4.05,4.0,2.54,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.31,63.0,58.0,4.34,4.36,2.74,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1.11,61.6,54.0,6.66,6.72,4.12,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.41,64.4,56.0,4.69,4.72,3.03,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1.03,61.4,55.0,6.5,6.53,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.43,60.2,60.0,4.85,4.91,2.94,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.53,60.9,59.0,5.2,5.27,3.19,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.3,61.9,61.0,4.29,4.27,2.65,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.19,62.6,56.0,6.81,6.76,4.25,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.32,61.0,59.0,4.43,4.39,2.69,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.4,61.3,56.0,4.76,4.79,2.93,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.71,61.1,56.0,5.74,5.78,3.52,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.58,59.9,58.0,5.49,5.37,3.25,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.23,62.5,60.0,6.82,6.75,4.24,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.42,60.6,58.0,4.83,4.88,2.94,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.58,60.3,57.0,5.41,5.44,3.27,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.18,63.5,57.0,6.68,6.74,4.26,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.38,60.8,55.0,4.67,4.71,2.85,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.71,62.1,53.0,5.77,5.7,3.56,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1.01,62.0,59.0,6.44,6.46,4.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.54,60.2,56.0,5.28,5.39,3.21,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.36,60.1,56.0,4.67,4.62,2.79,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.7,62.9,56.0,5.64,5.68,3.56,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.3,61.7,57.0,4.32,4.34,2.67,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.5,60.9,59.0,5.09,5.12,3.11,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.01,58.2,61.0,6.48,6.52,3.78,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1.08,62.5,57.0,6.56,6.6,4.11,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.91,57.7,63.0,6.35,6.3,3.65,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0.42,61.6,56.0,4.83,4.85,2.98,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.33,61.1,59.0,4.49,4.45,2.73,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.3,61.5,55.0,4.34,4.37,2.68,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.3,61.6,57.0,4.28,4.32,2.65,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.08,60.3,58.0,6.72,6.65,4.03,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.57,61.4,56.0,5.33,5.38,3.29,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.31,62.9,58.0,4.27,4.31,2.7,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.2,61.3,60.0,6.79,6.75,4.15,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.43,60.4,56.0,4.9,4.93,2.97,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.4,62.9,57.0,4.7,4.75,2.97,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1.05,61.6,60.0,6.56,6.49,4.02,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.79,62.0,56.0,5.91,5.94,3.67,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.91,61.0,59.0,6.32,6.27,3.84,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
