carat,depth,table,x,price,cut_Fair,cut_Good,cut_Ideal,cut_Premium,cut_Very Good,color_D,color_E,color_F,color_G,color_H,color_I,color_J,clarity_I1,clarity_IF,clarity_SI1,clarity_SI2,clarity_VS1,clarity_VS2,clarity_VVS1,clarity_VVS2
1.34,61.9,56.0,7.05,9.131,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.0,63.1,58.0,6.31,8.634,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.33,60.8,59.0,4.43,6.501,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.3,60.6,59.0,4.28,6.565,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.41,62.1,56.0,4.78,7.05,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1.34,61.6,56.0,7.1,8.84,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1.53,61.1,57.0,7.44,9.256,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.7,63.4,59.0,5.59,7.725,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.82,62.5,56.0,6.01,8.1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.44,63.2,53.0,4.84,6.628,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.9,60.6,59.0,6.23,8.525,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.52,62.0,55.0,5.16,7.682,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.3,61.9,55.0,4.32,6.654,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.2,63.1,59.0,6.75,8.59,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.74,61.2,56.0,5.82,8.141,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.2,62.4,59.0,6.73,8.668,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.33,62.7,57.0,4.38,6.661,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.51,62.3,56.0,5.15,7.274,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.01,62.8,59.0,6.31,8.63,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.05,61.3,56.0,6.55,9.195,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1.5,61.3,65.0,7.17,9.294,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.35,60.0,61.0,4.57,6.196,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1.0,66.5,55.0,6.21,8.215,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.02,62.4,55.0,6.46,8.447,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.71,60.2,57.0,5.77,7.724,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.35,62.0,57.0,4.55,6.892,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.64,61.7,58.0,5.52,7.993,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1.02,61.5,56.0,6.46,8.108,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0.7,63.3,56.0,5.64,8.105,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.3,62.0,59.0,4.31,6.738,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,66.2,58.0,6.25,8.365,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.39,61.8,55.0,4.72,6.687,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.15,60.1,60.0,6.75,8.878,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2.31,62.3,61.0,8.55,9.767,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.38,61.6,55.0,4.64,6.4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1.21,63.3,58.0,6.77,8.835,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.29,60.7,60.0,4.33,6.001,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.42,62.7,55.0,4.8,6.851,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1.05,62.2,54.0,6.52,8.448,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.59,61.7,59.0,5.35,7.618,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.57,60.7,57.0,5.39,7.827,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.74,62.0,57.0,5.79,8.157,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.15,61.1,53.0,6.83,8.884,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.31,61.6,55.0,4.36,6.323,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.3,60.8,61.0,4.3,6.292,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1.13,60.1,60.0,6.73,8.509,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.91,63.6,60.0,6.11,8.345,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.7,60.2,61.0,5.74,8.006,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.3,60.6,58.0,4.31,6.507,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.75,60.6,60.0,7.8,9.427,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.52,62.1,57.0,5.17,7.607,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.31,61.3,56.0,4.36,6.323,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.91,61.1,58.0,6.25,8.222,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.41,63.8,57.0,4.71,6.589,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.51,63.0,62.0,7.28,9.2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.14,61.9,57.0,6.73,9.286,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.31,62.3,53.0,4.37,6.657,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1.0,58.5,55.0,6.47,8.152,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.57,60.3,58.0,7.58,9.254,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1.64,62.4,54.5,7.53,9.132,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.32,61.4,55.0,4.42,6.822,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.81,61.9,56.0,5.97,8.278,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.31,62.0,55.0,4.35,6.685,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.32,62.6,54.0,4.37,6.51,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.79,63.0,58.0,5.85,7.905,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1.01,63.5,58.0,6.29,8.406,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.39,61.7,59.0,4.69,7.024,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.65,62.7,57.0,5.56,7.78,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.51,60.8,54.0,7.45,9.41,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.7,62.9,60.0,5.62,7.931,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.3,62.1,54.0,4.32,6.082,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1.02,59.3,60.0,6.56,8.43,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.48,59.6,59.0,5.13,6.928,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.31,62.9,56.0,4.34,6.596,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.0,60.5,62.0,6.44,8.908,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.04,58.7,58.0,6.68,8.305,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.44,59.9,57.0,4.93,7.271,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.32,63.5,57.0,4.3,6.043,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.01,62.9,59.0,6.36,8.796,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.35,60.8,56.0,4.61,6.925,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.46,62.5,56.0,4.92,6.86,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.9,63.2,57.0,6.08,8.247,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2.0,63.0,61.0,7.85,9.819,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.71,60.1,56.0,5.77,8.301,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.72,62.7,58.0,7.6,9.434,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1.37,60.9,59.0,7.22,8.754,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.55,63.6,55.0,5.18,7.069,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1.75,62.9,57.0,7.71,9.316,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1.23,60.6,55.0,6.93,9.211,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.35,62.4,57.0,4.56,6.969,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.2,60.8,60.0,6.87,8.669,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.44,61.6,56.0,4.9,7.165,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.31,62.5,54.0,4.33,6.704,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.51,59.1,59.0,5.21,7.588,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.71,61.1,57.0,5.76,8.011,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1.35,59.2,59.0,7.24,8.791,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.58,61.5,58.0,5.31,7.261,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.23,62.1,58.0,6.85,8.553,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.73,60.9,65.0,5.86,7.643,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.5,60.1,61.0,5.2,7.258,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2.63,62.1,57.0,8.83,9.736,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.36,61.9,55.0,4.57,6.906,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1.08,62.1,56.0,6.59,8.672,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.31,62.1,56.0,4.38,6.596,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.92,61.9,55.0,6.24,8.527,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.7,60.8,57.0,5.73,7.862,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.73,63.3,57.0,5.69,7.778,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.91,63.0,59.0,6.15,8.378,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.01,61.8,58.0,6.4,8.879,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.39,61.4,56.1,4.7,6.749,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.72,59.9,59.0,5.76,7.999,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1.04,61.4,57.0,6.48,8.384,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1.05,60.3,61.0,6.56,8.458,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1.19,61.9,55.0,6.81,8.991,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2.01,60.6,57.0,8.19,9.763,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.35,62.8,55.0,4.53,6.382,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.42,62.4,57.0,4.79,6.784,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.32,60.6,60.0,4.44,6.719,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.02,53.0,63.0,6.84,7.957,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.54,63.3,60.0,7.26,8.742,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0.33,61.5,56.0,4.43,6.578,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.5,63.4,57.0,5.1,7.499,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.72,61.3,59.0,5.81,7.424,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.4,62.5,53.0,4.75,6.583,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.31,59.0,60.0,4.37,6.299,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.3,66.7,59.0,4.23,6.446,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.57,61.4,58.0,5.32,7.523,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.51,61.6,58.0,7.32,9.594,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.78,62.7,56.0,5.87,7.801,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.64,61.2,62.0,5.56,7.428,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.01,60.1,61.0,6.6,8.373,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.3,61.7,56.0,4.33,6.753,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1.05,60.1,60.0,6.66,8.268,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.9,59.1,62.0,6.33,8.386,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.18,62.3,56.0,6.76,8.749,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1.51,63.0,58.0,7.4,9.087,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.0,60.7,60.0,6.36,8.556,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1.0,61.9,65.0,6.31,8.518,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.9,63.3,55.0,6.18,8.422,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.33,61.4,57.0,4.48,6.447,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.73,61.4,56.0,5.78,8.168,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.01,63.0,54.0,6.43,8.477,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.41,61.9,56.0,4.77,7.166,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1.33,63.5,57.0,6.99,8.628,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2.0,65.0,57.0,8.01,9.171,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1.01,63.5,59.0,6.39,8.486,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.97,64.5,61.0,6.16,8.379,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.34,60.5,56.0,4.54,6.286,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.7,60.2,63.0,5.7,7.576,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1.51,62.4,60.0,7.34,9.469,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.3,62.1,56.0,4.3,6.731,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1.13,61.4,55.0,6.72,9.154,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.12,62.4,59.0,6.66,9.231,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.3,61.5,55.0,4.34,6.948,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.3,62.4,58.0,4.28,6.851,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.33,60.9,56.0,4.47,6.428,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.55,61.9,60.0,7.31,9.091,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1.5,62.0,56.0,7.29,9.313,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.38,61.9,58.0,4.62,6.725,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.45,62.0,55.0,4.92,6.56,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.52,62.0,53.0,5.17,7.439,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.02,59.6,60.0,8.25,9.733,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.93,63.6,61.0,6.16,8.006,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.3,63.8,55.0,4.2,6.068,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.54,62.2,57.0,5.17,7.124,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.51,62.9,54.0,5.08,7.271,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.06,61.1,56.5,6.57,8.941,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.05,64.2,61.0,6.41,8.511,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.34,62.6,55.0,4.45,6.863,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.21,61.3,56.0,6.86,9.148,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.04,60.1,58.0,6.65,8.129,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.33,61.9,59.0,4.43,6.501,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.33,61.9,55.0,4.45,6.601,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.31,61.9,56.0,4.38,6.544,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.33,61.6,56.0,4.44,7.096,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.5,61.6,55.0,5.09,7.393,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.5,60.9,57.0,5.15,6.998,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.7,61.1,57.0,5.7,7.787,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1.02,62.9,59.0,6.38,8.364,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.38,62.1,57.0,4.61,6.685,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2.09,63.4,55.0,8.11,9.824,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.32,62.2,58.0,4.33,6.4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.52,61.2,58.0,5.2,7.56,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.7,61.8,59.0,5.67,7.696,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.7,63.4,57.0,5.6,7.993,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.3,61.6,56.0,7.02,8.671,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.7,63.1,58.0,5.65,7.816,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.57,62.3,59.0,7.44,9.427,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.7,62.8,61.0,5.57,7.941,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1.2,59.6,58.0,6.94,8.89,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.54,61.6,56.0,5.24,7.481,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.41,62.3,58.0,4.73,6.526,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.31,62.0,56.0,4.35,6.385,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.25,61.8,58.0,6.94,9.124,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.31,61.8,59.0,4.36,6.667,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1.5,62.0,55.0,7.26,9.18,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1.06,60.4,62.0,6.62,8.627,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.43,61.9,55.0,4.8,6.675,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.71,60.4,63.0,5.8,7.615,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.72,61.0,57.0,5.76,7.625,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.31,62.0,57.0,4.33,6.192,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1.33,59.2,62.0,7.22,8.579,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.41,62.1,57.0,4.77,7.197,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.4,63.4,57.0,4.64,7.06,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.52,62.9,59.0,5.11,7.521,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.17,62.3,55.0,6.74,8.494,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.7,60.8,58.0,5.7,7.891,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.56,61.8,54.0,5.34,7.435,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.7,60.5,58.0,5.78,7.882,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.53,61.2,57.0,5.22,7.407,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.3,62.8,56.0,4.29,6.405,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.06,59.6,57.0,6.62,8.581,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.73,60.6,59.0,5.85,7.756,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.3,61.8,60.0,4.28,6.515,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.56,61.7,56.0,5.25,7.47,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.01,60.7,58.0,6.42,8.63,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.7,62.8,59.0,5.69,7.814,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1.04,63.1,54.0,6.44,8.946,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.2,61.1,58.0,6.83,8.749,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.5,66.3,55.0,4.86,7.035,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.99,61.8,59.0,6.3,8.472,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.55,60.9,56.0,5.28,7.278,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.71,63.0,59.0,5.64,7.831,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.7,61.7,55.0,5.7,8.322,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.32,62.1,55.0,4.38,6.469,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.3,63.0,57.0,4.28,6.528,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.34,61.9,60.0,4.42,6.286,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.4,62.9,55.0,4.74,6.882,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.7,60.2,58.0,5.75,7.87,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.31,60.9,57.0,4.38,6.655,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.54,61.7,56.0,5.22,7.501,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
