carat,depth,table,x,cut_Fair,cut_Good,cut_Ideal,cut_Premium,cut_Very Good,color_D,color_E,color_F,color_G,color_H,color_I,color_J,clarity_I1,clarity_IF,clarity_SI1,clarity_SI2,clarity_VS1,clarity_VS2,clarity_VVS1,clarity_VVS2
1.03,61.1,55.0,6.53,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.03,62.0,58.0,6.47,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.9,62.2,60.0,6.14,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.33,62.0,53.5,4.44,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.7,59.8,61.0,7.67,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1.01,61.7,58.0,6.47,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.58,62.1,55.0,5.33,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.71,62.2,56.0,5.7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.58,61.7,55.0,5.36,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.92,62.1,56.0,6.22,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.78,62.4,55.0,5.85,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1.16,61.6,55.0,6.8,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.37,60.5,56.0,4.65,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.07,61.5,56.0,6.6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1.38,60.2,60.0,7.31,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.53,62.1,56.0,5.22,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.38,63.9,60.0,4.59,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.2,59.4,58.0,6.91,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.7,62.2,55.0,5.73,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.97,58.1,60.0,6.49,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.72,60.3,55.0,5.85,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.5,62.4,57.0,7.2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.05,62.8,57.0,6.45,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.51,60.1,60.0,5.19,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.9,65.8,60.0,5.94,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.26,61.6,57.0,4.08,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1.1,60.0,57.0,6.74,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.71,60.6,56.0,5.76,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.34,61.8,54.0,4.49,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.37,61.8,55.0,4.63,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.5,62.2,58.0,5.03,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.7,62.6,58.0,5.64,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.54,61.7,55.0,5.24,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.5,62.2,57.0,5.13,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.42,61.6,55.0,4.83,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.9,64.7,59.0,6.09,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.0,64.7,57.0,6.29,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.92,57.8,63.0,6.4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.96,56.1,60.0,6.62,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.73,60.3,58.0,5.87,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.52,61.3,57.0,5.22,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.76,58.5,62.0,5.93,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1.01,61.9,56.0,6.43,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.3,61.7,58.0,4.3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.37,62.2,58.0,4.56,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2.01,61.3,60.0,8.08,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.52,61.7,55.0,5.15,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1.13,62.4,59.0,6.68,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.43,61.8,60.0,4.85,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.41,61.9,59.0,4.78,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.02,63.4,56.0,6.42,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1.0,59.6,61.0,6.4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.52,62.2,56.0,5.13,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.55,62.5,55.0,7.38,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2.04,62.8,57.0,8.11,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1.02,62.3,54.0,6.48,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1.52,64.6,64.0,7.18,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.35,61.4,58.0,4.55,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.03,59.7,60.0,6.63,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1.25,62.4,58.0,6.89,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.31,59.7,58.0,4.41,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1.5,61.2,57.0,7.34,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1.3,61.8,56.0,6.98,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1.02,62.5,55.0,6.43,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.52,63.5,58.0,5.11,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.7,61.9,58.0,5.69,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.33,62.4,55.0,4.42,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.01,61.1,56.0,6.44,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.91,62.7,57.0,6.16,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1.03,61.3,57.0,6.51,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.6,62.8,55.0,7.48,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.54,61.4,57.0,5.21,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.13,63.5,59.0,6.62,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1.01,62.5,58.0,6.37,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2.0,62.2,56.0,8.14,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1.01,62.0,58.0,6.37,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.77,66.8,57.0,5.66,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.51,62.0,56.0,5.14,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.73,61.7,57.0,5.77,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.68,61.6,65.0,5.63,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.91,63.9,56.0,6.11,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.3,61.9,59.0,4.28,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.3,62.1,56.0,4.31,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.39,61.8,56.0,4.64,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.41,61.3,60.0,4.77,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.38,61.6,58.0,4.65,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.9,58.5,61.0,6.28,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.34,62.2,53.0,4.49,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1.14,59.5,59.0,6.79,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1.18,63.3,57.0,6.7,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0.38,60.5,59.0,4.66,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.36,61.9,57.0,4.6,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.4,62.5,53.0,4.74,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.51,62.8,60.0,5.1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1.54,61.9,57.0,7.39,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.53,62.1,57.0,5.16,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1.5,60.5,59.0,7.39,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.43,62.4,56.0,4.81,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2.18,60.1,58.0,8.46,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.34,62.6,54.0,4.46,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.3,63.0,58.0,4.27,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.32,61.7,54.0,4.38,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.8,61.3,56.0,5.97,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.3,61.7,59.0,4.31,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.76,61.9,55.0,5.88,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.34,61.4,55.0,4.54,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.3,60.6,62.0,4.3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1.01,58.3,59.0,6.59,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.55,61.4,57.0,5.29,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.8,62.4,57.0,5.91,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1.5,62.0,57.0,7.34,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.51,62.2,58.0,8.73,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.75,61.6,58.0,5.84,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.31,62.1,55.0,4.32,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.01,62.1,56.0,6.39,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.31,61.2,55.0,4.37,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.3,63.1,58.0,4.27,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.3,62.1,59.0,4.27,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.27,61.6,57.0,4.18,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.31,62.3,59.0,4.29,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.53,60.1,59.0,5.22,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.04,63.2,57.0,6.41,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1.25,61.6,54.0,6.95,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2.51,59.3,58.0,8.83,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.77,61.5,56.0,5.89,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.41,61.9,55.0,4.77,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.83,62.1,57.0,6.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.72,62.4,55.0,5.72,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.7,62.3,56.0,5.66,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1.01,60.9,57.0,6.41,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.3,62.3,54.0,4.32,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.31,59.3,59.0,4.38,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1.52,62.1,56.0,7.39,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.43,61.2,58.0,4.83,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1.04,61.6,59.0,6.57,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.56,64.5,61.0,5.18,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.5,62.8,57.0,5.08,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.89,62.0,56.0,7.93,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.4,63.5,57.0,4.65,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.39,60.8,56.0,4.74,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.97,59.9,59.0,6.36,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.9,62.0,55.0,6.15,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.27,59.7,56.0,4.26,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.4,59.3,58.0,4.8,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.9,64.4,59.0,6.03,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.28,59.6,61.0,4.28,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.9,64.0,58.0,6.11,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1.2,62.8,62.0,6.69,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1.01,61.8,56.0,6.49,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.42,61.9,56.0,4.77,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.51,64.0,56.0,7.22,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.72,62.2,55.0,7.7,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0.71,61.5,57.0,5.74,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3.01,56.1,62.0,9.54,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2.0,61.5,61.0,7.97,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.32,62.0,55.0,4.46,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.73,61.5,55.0,5.79,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.7,60.0,56.0,5.77,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.9,57.4,63.0,6.38,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1.74,62.3,57.0,7.8,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1.01,58.8,58.0,6.62,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.51,61.5,56.0,5.11,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1.01,62.2,59.0,6.41,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1.11,61.7,57.0,6.69,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.71,62.6,56.0,5.65,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.53,62.5,54.0,5.21,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.4,60.9,56.0,4.76,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.71,63.9,59.0,7.55,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1.22,62.4,58.0,6.82,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.73,60.9,59.0,5.82,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.56,61.8,56.0,5.28,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1.21,59.8,57.0,6.98,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.04,62.0,55.0,6.51,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.5,63.9,58.0,5.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.26,60.9,57.0,6.98,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.05,63.0,57.0,6.51,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.73,61.2,57.0,5.85,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.41,62.0,56.0,4.77,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.77,61.3,60.0,5.91,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.62,60.5,58.0,5.48,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1.28,61.8,56.0,6.95,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1.23,59.5,57.0,7.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.84,62.4,57.0,6.06,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.26,62.0,56.0,4.1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.7,62.4,56.0,5.65,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.32,61.8,55.0,4.42,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.51,61.6,55.0,5.14,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1.04,60.7,58.0,6.55,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.9,62.4,63.0,6.13,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1.53,63.2,58.0,7.33,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1.02,62.2,60.0,6.4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.91,58.5,60.0,6.34,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.55,62.5,56.0,5.25,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.23,59.3,59.0,6.98,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.31,60.1,55.0,4.42,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.74,62.2,59.0,5.74,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1.51,60.6,58.0,7.36,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1.7,62.0,59.0,7.59,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.5,62.3,55.0,5.07,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.15,61.7,60.0,6.78,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1.09,58.7,61.0,6.75,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.01,62.1,57.0,6.48,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.3,62.4,59.0,4.3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.3,61.8,54.0,4.32,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.37,62.8,60.0,4.55,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.7,65.4,59.0,5.6,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0.4,61.8,55.0,4.71,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.35,57.7,60.0,4.69,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.51,63.0,56.0,7.3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.41,62.2,55.0,4.76,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.52,61.5,60.0,5.16,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.32,63.1,57.0,4.34,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1.02,60.2,60.0,6.45,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.03,60.7,58.0,6.51,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.5,62.3,60.0,7.28,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.72,62.8,60.0,5.78,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.32,61.0,57.0,4.42,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1.56,62.3,54.0,7.41,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2.01,60.1,60.0,8.25,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.5,62.8,55.0,5.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2.02,62.7,58.0,7.96,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.78,60.9,57.0,5.94,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2.04,60.7,62.0,8.3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.01,60.8,55.0,6.52,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1.52,62.0,59.0,7.36,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.33,61.7,56.0,4.44,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.5,62.6,53.1,5.08,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.3,61.3,55.0,4.32,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.33,62.1,55.0,4.41,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.73,62.5,56.0,5.69,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.3,61.6,55.0,4.33,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2.22,62.8,57.0,8.29,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.33,61.0,57.0,4.46,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.39,60.4,56.0,4.7,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.9,62.6,62.0,6.11,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.76,63.4,58.0,5.76,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.04,58.6,60.0,6.67,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.54,61.6,56.0,5.26,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.01,59.4,59.0,6.51,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.3,59.3,59.0,4.36,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.35,60.5,57.0,4.52,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.02,62.2,54.0,6.44,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1.01,64.6,55.0,6.29,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.42,61.6,56.0,4.79,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.32,59.5,57.0,4.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.52,60.8,57.0,5.2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.5,61.3,57.0,7.32,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
