carat,depth,table,x,y,z,price,cut_Fair,cut_Good,cut_Ideal,cut_Premium,cut_Very Good,color_D,color_E,color_F,color_G,color_H,color_I,color_J,clarity_I1,clarity_IF,clarity_SI1,clarity_SI2,clarity_VS1,clarity_VS2,clarity_VVS1,clarity_VVS2
0.51,62.9,56.0,5.08,5.06,3.19,7.026,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.57,62.3,53.7,5.32,5.35,3.32,7.516,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.59,63.4,54.0,5.35,5.4,3.41,7.601,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1.21,60.7,57.0,6.85,6.89,4.17,8.963,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.76,62.1,57.0,5.8,5.83,3.61,8.413,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.93,62.3,56.0,6.26,6.22,3.89,8.096,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.52,62.6,56.0,5.11,5.14,3.21,7.508,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.7,60.4,60.0,5.79,5.74,3.48,7.862,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.13,61.8,57.0,6.66,6.71,4.13,9.509,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1.14,60.2,57.0,6.81,6.71,4.07,8.021,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1.5,62.3,62.0,7.23,7.16,4.48,9.056,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1.25,62.3,59.0,6.82,6.86,4.26,8.374,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1.51,61.6,56.0,7.34,7.25,4.5,9.022,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.0,61.7,59.0,6.41,6.36,3.94,8.329,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.43,62.0,55.0,4.86,4.89,3.02,6.861,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.17,62.5,57.0,6.8,6.71,4.22,8.357,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.52,60.9,56.0,5.17,5.21,3.16,7.442,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2.08,61.3,58.0,8.21,8.17,5.02,9.732,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.31,61.9,54.0,4.38,4.41,2.72,6.671,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.55,58.2,58.0,5.42,5.46,3.16,7.393,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.25,61.4,57.0,4.08,4.1,2.51,6.129,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.3,64.5,49.0,4.28,4.25,2.75,6.446,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.9,61.8,58.0,6.21,6.24,3.85,8.475,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.97,62.8,55.0,6.25,6.3,3.94,8.39,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1.5,61.5,58.0,7.34,7.32,4.51,9.597,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.33,62.2,58.0,4.43,4.44,2.76,6.501,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.33,62.8,56.0,4.41,4.45,2.78,6.583,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.74,62.1,53.0,5.82,5.8,3.61,8.244,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.3,51.0,67.0,4.67,4.62,2.37,6.851,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.41,61.5,56.0,4.77,4.79,2.94,6.915,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1.39,62.7,58.0,6.99,7.11,4.42,8.897,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1.1,62.2,56.6,6.56,6.6,4.09,8.677,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.38,60.3,61.0,4.68,4.71,2.83,6.578,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.51,62.2,56.0,7.36,7.27,4.55,8.874,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.51,61.9,58.0,7.39,7.34,4.56,8.706,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0.72,61.6,57.0,5.84,5.78,3.58,7.791,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1.2,60.8,55.0,6.9,6.85,4.18,8.88,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.53,61.3,58.0,5.22,5.18,3.19,6.787,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0.9,65.8,59.0,6.0,6.04,3.96,8.321,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.22,61.5,58.0,6.85,6.9,4.23,9.465,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.32,61.3,57.0,4.39,4.43,2.7,6.51,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.21,61.9,60.0,6.78,6.73,4.18,8.711,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.72,62.6,57.0,5.69,5.72,3.57,8.097,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1.51,63.5,60.0,7.23,7.29,4.61,8.968,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.71,62.4,54.0,5.71,5.74,3.57,7.98,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.48,62.1,55.0,5.0,5.05,3.12,7.675,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1.03,61.9,56.0,6.47,6.43,3.99,8.362,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1.0,63.7,58.0,6.28,6.15,3.96,8.152,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1.29,62.1,57.0,6.95,6.93,4.31,8.687,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2.01,62.3,58.0,8.04,7.99,4.99,9.755,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1.04,61.4,63.0,6.51,6.55,4.01,8.585,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.09,61.3,56.0,6.71,6.66,4.1,9.084,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.43,61.2,56.0,4.87,4.9,2.99,6.745,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.23,60.9,59.0,3.96,3.99,2.42,6.273,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1.01,60.2,58.0,6.48,6.44,3.89,8.312,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.31,60.4,59.0,4.34,4.37,2.63,6.704,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.72,61.9,54.0,5.83,5.73,3.57,7.891,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2.05,62.2,56.0,8.19,8.08,5.06,9.53,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.5,61.9,54.1,5.09,5.15,3.17,7.473,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.36,61.6,56.0,4.62,4.64,2.85,6.708,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1.51,62.3,58.0,7.31,7.35,4.57,9.117,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.7,61.4,57.0,5.67,5.69,3.49,7.853,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.7,61.2,58.0,5.72,5.65,3.48,7.838,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.7,59.5,58.0,5.79,5.73,3.43,7.544,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1.02,61.7,58.0,6.47,6.37,3.96,8.55,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.94,62.4,58.0,6.17,6.23,3.87,8.166,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.71,62.3,58.0,5.68,5.72,3.55,7.627,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.3,62.1,61.0,4.25,4.29,2.65,6.215,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2.02,60.4,58.0,8.2,8.16,4.94,9.762,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2.14,61.3,61.0,8.28,8.32,5.09,9.666,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.32,62.5,54.0,4.38,4.42,2.75,6.849,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1.06,61.3,57.0,6.56,6.59,4.03,9.164,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1.72,59.5,60.0,7.79,7.75,4.62,9.346,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.4,62.1,57.0,4.7,4.74,2.93,6.361,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1.27,63.1,59.0,6.83,6.87,4.32,8.692,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.7,61.5,60.0,5.71,5.64,3.49,8.074,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.41,63.6,54.0,4.72,4.75,3.01,6.718,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1.5,62.2,59.0,7.3,7.32,4.55,9.192,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.36,62.2,55.0,4.57,4.62,2.86,7.036,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1.8,62.0,57.0,7.84,7.78,4.84,9.722,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.5,61.5,58.0,5.03,5.09,3.11,6.982,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.71,62.8,57.0,5.64,5.69,3.56,7.929,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.4,62.2,54.0,4.75,4.77,2.96,7.141,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.31,61.8,54.0,4.34,4.37,2.69,6.522,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.36,61.7,55.0,4.61,4.63,2.85,6.263,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2.02,58.2,57.0,8.31,8.35,4.85,9.549,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.4,59.8,57.0,4.8,4.83,2.88,6.39,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.73,61.2,57.0,5.79,5.81,3.55,7.989,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.25,62.2,55.0,6.87,6.93,4.29,9.304,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.01,61.6,56.0,6.43,6.49,3.98,9.102,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1.34,62.1,57.0,7.0,7.05,4.36,8.999,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1.01,64.9,58.0,6.17,6.22,4.02,8.358,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.91,62.8,61.0,6.15,6.18,3.87,7.949,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.35,61.4,54.0,4.58,4.54,2.8,6.809,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.55,61.6,60.0,5.23,5.27,3.23,7.449,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.31,63.5,57.0,4.32,4.34,2.75,6.192,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.31,61.8,54.0,4.36,4.38,2.7,6.792,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.23,61.1,59.0,3.94,3.98,2.42,6.225,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1.2,62.6,56.0,6.84,6.77,4.26,8.764,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1.14,61.4,56.0,6.73,6.78,4.14,8.989,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.36,61.2,60.0,4.59,4.56,2.8,6.837,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.36,61.7,56.0,4.56,4.58,2.82,6.624,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.0,63.2,60.0,6.31,6.35,4.0,8.674,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.58,61.4,56.0,5.38,5.4,3.31,7.577,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.58,62.1,56.0,5.37,5.33,3.32,7.49,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.5,61.6,57.0,5.1,5.13,3.15,7.122,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.59,61.3,57.0,7.43,7.52,4.58,8.98,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1.02,63.6,58.0,6.37,6.4,4.06,8.97,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.31,60.0,56.0,4.45,4.49,2.68,6.946,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.43,60.5,59.0,4.88,4.91,2.96,6.521,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.93,61.3,59.0,6.22,6.27,3.83,7.772,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0.56,62.2,60.0,5.28,5.23,3.27,7.267,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.43,60.8,58.0,4.86,4.88,2.96,6.574,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.41,62.3,56.0,4.77,4.73,2.96,6.967,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1.11,63.0,57.0,6.58,6.65,4.17,9.394,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.7,60.5,57.0,5.75,5.68,3.46,7.789,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.32,62.1,56.0,4.37,4.42,2.73,6.225,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1.34,64.7,55.0,7.03,6.97,4.53,8.538,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2.02,63.1,57.0,8.01,7.97,5.04,9.4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1.02,60.2,62.0,6.54,6.46,3.91,8.6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.42,61.2,57.0,4.82,4.78,2.94,7.119,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1.21,59.9,59.0,6.92,6.86,4.13,8.485,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.6,61.4,53.0,5.45,5.5,3.36,7.813,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.52,61.5,56.0,5.18,5.2,3.19,7.555,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.32,62.4,54.0,4.38,4.4,2.74,6.168,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.4,60.3,61.0,4.74,4.78,2.87,6.503,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.73,61.6,57.0,5.76,5.79,3.56,8.017,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.24,61.3,57.0,4.01,4.04,2.46,6.107,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.7,61.0,59.0,5.76,5.71,3.5,7.588,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.31,61.9,58.0,4.37,4.39,2.71,6.192,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.33,61.9,57.0,4.42,4.4,2.73,6.75,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.04,60.1,59.0,6.56,6.61,3.96,8.755,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.4,62.4,56.0,4.71,4.74,2.95,6.719,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1.0,60.5,59.0,6.4,6.45,3.89,8.575,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.26,62.0,54.0,4.08,4.11,2.54,5.951,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.9,62.0,63.0,6.13,6.03,3.77,8.113,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.7,63.2,57.0,5.61,5.63,3.55,7.822,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.41,61.6,59.0,4.74,4.8,2.94,6.811,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.5,62.9,60.0,5.07,5.1,3.2,7.352,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.43,58.0,57.0,4.96,5.01,2.89,6.545,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.3,63.0,58.0,4.27,4.24,2.68,6.564,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.53,62.6,64.0,5.13,5.22,3.24,7.156,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.9,65.9,60.0,5.99,5.96,3.94,8.161,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.5,60.4,54.0,5.23,5.17,3.14,7.701,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.29,59.1,60.0,4.33,4.36,2.57,6.223,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.9,64.4,53.0,6.08,6.04,3.9,8.35,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.25,62.0,59.0,6.88,6.96,4.29,9.314,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.0,63.1,56.0,6.32,6.39,4.01,9.301,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.41,61.7,56.0,4.77,4.8,2.95,7.22,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.34,61.7,60.0,4.51,4.47,2.77,6.535,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.34,62.8,58.0,4.46,4.43,2.79,6.353,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1.76,62.6,55.0,7.69,7.64,4.8,9.176,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.31,61.1,58.0,4.34,4.37,2.66,6.599,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1.1,61.0,56.0,6.69,6.73,4.09,9.196,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.15,63.8,57.0,6.65,6.6,4.23,8.398,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.5,62.3,54.0,5.11,5.13,3.19,7.154,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1.14,61.6,56.0,6.68,6.72,4.13,8.671,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1.26,61.7,58.0,6.91,6.99,4.29,8.54,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.51,62.7,58.0,5.12,5.09,3.2,7.343,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.34,61.7,56.0,4.46,4.48,2.76,7.033,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.58,61.0,57.0,5.41,5.34,3.28,7.399,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.71,62.7,57.0,5.69,5.73,3.58,7.988,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.36,60.6,56.0,4.63,4.58,2.79,6.677,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.32,62.5,60.0,4.35,4.29,2.7,6.719,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.73,63.4,58.0,7.57,7.6,4.81,9.379,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.57,62.2,55.0,5.33,5.35,3.32,7.273,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.53,61.4,56.0,5.21,5.18,3.19,7.486,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,64.4,56.0,6.23,6.28,4.03,8.595,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.5,62.5,53.0,5.05,5.13,3.18,7.814,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.32,61.8,55.0,4.42,4.45,2.74,6.822,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.3,61.6,56.0,4.3,4.34,2.66,6.314,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.7,61.6,56.0,5.71,5.65,3.5,7.57,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1.06,61.2,57.0,6.64,6.49,4.02,8.69,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.91,63.6,59.0,6.11,6.15,3.9,8.114,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1.11,62.2,57.0,6.66,6.62,4.12,8.613,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.38,58.3,61.0,4.75,4.86,2.8,6.461,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.1,61.4,56.0,6.68,6.64,4.09,8.934,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.33,62.1,55.0,4.46,4.43,2.76,6.91,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,61.8,58.0,6.43,6.48,3.99,8.307,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1.57,62.6,59.0,7.39,7.43,4.64,8.966,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2.06,63.3,54.0,8.09,8.14,5.13,9.582,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.41,63.0,57.0,4.66,4.7,2.95,6.836,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1.02,61.4,56.0,6.42,6.57,3.99,8.506,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.01,59.7,60.0,6.41,6.38,3.82,8.687,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.3,61.2,57.0,4.29,4.34,2.64,6.507,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.55,61.5,55.0,5.28,5.26,3.24,7.813,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.52,60.9,59.0,5.14,5.18,3.14,6.881,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.43,60.2,57.0,4.93,4.91,2.96,6.823,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1.0,62.9,55.0,6.34,6.39,4.0,8.796,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.31,62.5,55.0,4.33,4.34,2.71,6.704,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1.36,63.8,55.0,6.97,6.94,4.44,8.941,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.71,62.2,56.0,5.74,5.71,3.56,7.978,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.09,62.0,55.0,6.58,6.64,4.1,8.524,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.67,63.8,61.0,5.46,5.54,3.52,7.782,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1.01,60.4,58.0,6.51,6.47,3.92,8.823,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.2,61.9,58.0,6.75,6.82,4.2,8.852,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.52,62.8,55.0,5.16,5.13,3.23,7.435,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.02,62.5,57.0,6.41,6.45,4.02,8.757,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.9,63.1,57.0,6.12,6.09,3.85,8.153,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1.01,57.6,62.0,6.56,6.66,3.81,8.357,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.44,61.3,58.0,4.88,4.91,3.0,6.697,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1.02,61.8,57.0,6.43,6.46,3.98,8.743,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.36,62.0,56.0,4.57,4.59,2.84,6.748,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
